filename,caption
image_0.jpg,Yijia Building of Tongji University / TJAD Atelier L+ - Exterior Photography
image_1.jpg,"Yijia Building of Tongji University / TJAD Atelier L+ - Interior Photography, Stairs"
image_2.jpg,"Embassy of the State of Kuwait / Architectkidd - Interior Photography, Bathroom"
image_3.jpg,"Embassy of the State of Kuwait / Architectkidd - Interior Photography, Wood, Glass"
image_4.jpg," Zhongli Peng's Residence / WEN Architect - Interior Photography, Wood, Glass"
image_5.jpg," Zhongli Peng's Residence / WEN Architect - Exterior Photography, Stairs, Balcony"
image_6.jpg,"Astroscale US Headquarters / Neoera - Interior Photography, Glass"
image_7.jpg,Astroscale US Headquarters / Neoera - Interior Photography
image_8.jpg,The MAP Administrative House of the Province of Namur / SAMYN and PARTNERS - Exterior Photography
image_9.jpg,"The MAP Administrative House of the Province of Namur / SAMYN and PARTNERS - Interior Photography, Wood"
image_10.jpg,Element Labs at University Research Park / Perkins+Will - Exterior Photography
image_11.jpg,"Element Labs at University Research Park / Perkins+Will - Exterior Photography, Facade"
image_12.jpg,Nikola Karabatic Sports Complex / Atelier Aconcept - Exterior Photography
image_13.jpg,Nikola Karabatic Sports Complex / Atelier Aconcept - Exterior Photography
image_14.jpg,Xilu Garden Observation Tower / atelier mearc - Exterior Photography
image_15.jpg,Xilu Garden Observation Tower / atelier mearc - Exterior Photography
image_16.jpg,"Villa Miro / Driss Kettani - Exterior Photography, Balcony"
image_17.jpg,"Villa Miro / Driss Kettani - Interior Photography, Wood, Chair"
image_18.jpg,"Horli Baking / True Thing Design Studio - Interior Photography, Lighting"
image_19.jpg,"Horli Baking / True Thing Design Studio - Interior Photography, Kitchen, Wood"
image_20.jpg,"Residense in Vilnius / Architectural Bureau G.Natkevicius & Partners - Interior Photography, Living Room, Chair, Lighting, Table"
image_21.jpg,"Residense in Vilnius / Architectural Bureau G.Natkevicius & Partners - Interior Photography, Closet, Wood, Lighting, Glass, Shelving"
image_22.jpg,"Art Legacy Hotel / Rebelo Andrade - Exterior Photography, Facade, Arch, Balcony, Arcade"
image_23.jpg,"Art Legacy Hotel / Rebelo Andrade - Interior Photography, Living Room, Lighting, Chair"
image_24.jpg,CRS79 Residence / OAD - Exterior Photography
image_25.jpg,CRS79 Residence / OAD - Drawings
image_26.jpg,Casa La Paz / Ludwig Godefroy Architecture - Exterior Photography
image_27.jpg,"Casa La Paz / Ludwig Godefroy Architecture - Interior Photography, Concrete, Chair"
image_28.jpg,Poodom Deqin Meri Hotel / BUZZ/ Büro Ziyu Zhuang - Exterior Photography
image_29.jpg,Poodom Deqin Meri Hotel / BUZZ/ Büro Ziyu Zhuang - Interior Photography
image_30.jpg,"Villa 144 / Lin3rd Architects  - Exterior Photography, Balcony"
image_31.jpg,Villa 144 / Lin3rd Architects  - Exterior Photography
image_32.jpg,Westminster Residence / Batay-Csorba Architects - Exterior Photography
image_33.jpg,"Westminster Residence / Batay-Csorba Architects - Interior Photography, Wood, Kitchen, Countertop"
image_34.jpg,Bumpsuit Store / Fox Fox Studio - Interior Photography
image_35.jpg,"Bumpsuit Store / Fox Fox Studio - Interior Photography, Closet"
image_36.jpg,Textile Factory Office / Ho Khue Architects - Exterior Photography
image_37.jpg,"Textile Factory Office / Ho Khue Architects - Exterior Photography, Balcony"
image_38.jpg,School Group Cap de Bos / BPM Architectes - Exterior Photography
image_39.jpg,School Group Cap de Bos / BPM Architectes - Interior Photography
image_40.jpg,"“KIDE” Outdoor Stage / Aalto University Wood Program - Exterior Photography, Wood"
image_41.jpg,"“KIDE” Outdoor Stage / Aalto University Wood Program - Interior Photography, Stairs"
image_42.jpg,"Brahminy House / HGA.Studio - Interior Photography, Living Room, Wood, Chair"
image_43.jpg,"Brahminy House / HGA.Studio - Exterior Photography, Balcony"
image_44.jpg,"The Canopy Pavilion by the Canal / AESEU Architectural Technology and Art studio - Exterior Photography, Waterfront, Cityscape"
image_45.jpg,The Canopy Pavilion by the Canal / AESEU Architectural Technology and Art studio - Interior Photography
image_46.jpg,"Element House / APOLLO Architects & Associates - Exterior Photography, Concrete"
image_47.jpg,"Element House / APOLLO Architects & Associates - Interior Photography, Concrete"
image_48.jpg,Casa CG / Alventosa Morell Arquitectes  - Exterior Photography
image_49.jpg,"Casa CG / Alventosa Morell Arquitectes  - Exterior Photography, Concrete"
image_50.jpg,"Pine Heath Townhouse / Studio Hagen Hall - Interior Photography, Wood, Lighting, Sofa"
image_51.jpg,"Pine Heath Townhouse / Studio Hagen Hall - Exterior Photography, Facade, Balcony"
image_52.jpg,Madwaleni River Lodge / Luxury Frontiers - Exterior Photography
image_53.jpg,"Madwaleni River Lodge / Luxury Frontiers - Interior Photography, Wood, Lighting"
image_54.jpg,"Settler's House Conversion / Kloepfel Zeimer Architekten - Interior Photography, Wood, Beam"
image_55.jpg,Settler's House Conversion / Kloepfel Zeimer Architekten - Interior Photography
image_56.jpg,"Lapland Central Hospital Extension / Verstas Architects - Exterior Photography, Facade"
image_57.jpg,Lapland Central Hospital Extension / Verstas Architects - Exterior Photography
image_58.jpg,House E / Studio 1:1 Design - Exterior Photography
image_59.jpg,"House E / Studio 1:1 Design - Interior Photography, Dining room"
image_60.jpg,Straw Stack Space in Houhu Art Park / WCY Regional Studio - Interior Photography
image_61.jpg,"Straw Stack Space in Houhu Art Park / WCY Regional Studio - Exterior Photography, Concrete, Brick"
image_62.jpg,"Vitality House + Works / iredale pedersen hook architects - Exterior Photography, Concrete"
image_63.jpg,"Vitality House + Works / iredale pedersen hook architects - Interior Photography, Living Room, Wood, Sofa, Lighting, Table, Chair"
image_64.jpg,"Galgo House / Tati Tavares + Alex Dalcin Arquitetura - Interior Photography, Bedroom, Wood, Chair"
image_65.jpg,"Galgo House / Tati Tavares + Alex Dalcin Arquitetura - Exterior Photography, Garden, Courtyard, Patio"
image_66.jpg,North Boulder Library / WORKac - Exterior Photography
image_67.jpg,North Boulder Library / WORKac - Exterior Photography
image_68.jpg,"Woodbury House / Of Architecture - Exterior Photography, Facade, Door"
image_69.jpg,"Woodbury House / Of Architecture - Interior Photography, Wood, Shelving, Lighting, Glass"
image_70.jpg,"Clarke House / Austin Maynard Architects - Exterior Photography, Garden, Courtyard"
image_71.jpg,Clarke House / Austin Maynard Architects - Interior Photography
image_72.jpg,"Clarke House / Austin Maynard Architects - Exterior Photography, Garden, Courtyard"
image_73.jpg,Clarke House / Austin Maynard Architects - Interior Photography
image_74.jpg,Horsö House / BROSS + NICK FLYGT - Exterior Photography
image_75.jpg,Horsö House / BROSS + NICK FLYGT - Exterior Photography
image_76.jpg,Dohori House  / George Kouparitsas Architects - Exterior Photography
image_77.jpg,Dohori House  / George Kouparitsas Architects - Exterior Photography
image_78.jpg,Youjia'ao Community Center  / UA GROUP - Exterior Photography
image_79.jpg,Youjia'ao Community Center  / UA GROUP - Exterior Photography
image_80.jpg,COFCO Qianhai Innovation Center Office / Goettsch Partners - Exterior Photography
image_81.jpg,"COFCO Qianhai Innovation Center Office / Goettsch Partners - Exterior Photography, Glass, Cityscape"
image_82.jpg,"Casa Kani Ini / TAC Taller Alberto Calleja - Exterior Photography, Balcony"
image_83.jpg,"Casa Kani Ini / TAC Taller Alberto Calleja - Exterior Photography, Wood, Beam"
image_84.jpg,"Chez Riot Office Space / ūti architectes - Interior Photography, Wood, Lighting, Glass"
image_85.jpg,"Chez Riot Office Space / ūti architectes - Interior Photography, Wood, Chair"
image_86.jpg,Karratha Senior High School Technical Learning Facilities / iredale pedersen hook architects - Exterior Photography
image_87.jpg,Karratha Senior High School Technical Learning Facilities / iredale pedersen hook architects - Exterior Photography
image_88.jpg,"Su Yuan, House and Garden / Atelier Deshaus - Exterior Photography, Aerial View Photography"
image_89.jpg,"Su Yuan, House and Garden / Atelier Deshaus - Interior Photography"
image_90.jpg,"PR House / Plus Idea Studio - Exterior Photography, Concrete"
image_91.jpg,"PR House / Plus Idea Studio - Interior Photography, Wood, Chair"
image_92.jpg,Europa House / TWO Arquitetura - Interior Photography
image_93.jpg,"Europa House / TWO Arquitetura - Interior Photography, Wood, Balcony"
image_94.jpg,"Arklow Waste Water Treatment Plant / Clancy Moore Architects - Exterior Photography, Concrete"
image_95.jpg,"Arklow Waste Water Treatment Plant / Clancy Moore Architects - Exterior Photography, Concrete"
image_96.jpg,"Apartment V / Naki Atelier - Interior Photography, Kitchen, Chair"
image_97.jpg,"Apartment V / Naki Atelier - Interior Photography, Door, Concrete"
image_98.jpg,Křižík Pavilions Reconstruction / Výstaviště Praha - Interior Photography
image_99.jpg,"Křižík Pavilions Reconstruction / Výstaviště Praha - Interior Photography, Wood, Glass, Chair"
image_100.jpg,"Villa BEC / andrea pelati architecte - Interior Photography, Concrete"
image_101.jpg,"Villa BEC / andrea pelati architecte - Interior Photography, Concrete"
image_102.jpg,Mirae High School of Science & Technology Cafeteria Extension  / Bare Ground Architects - Exterior Photography
image_103.jpg,Mirae High School of Science & Technology Cafeteria Extension  / Bare Ground Architects - Exterior Photography
image_104.jpg,"Joan Maragall House / CA-N Estudi - Interior Photography, Stairs, Wood"
image_105.jpg,"Joan Maragall House / CA-N Estudi - Interior Photography, Kitchen, Wood, Countertop"
image_106.jpg,Panorama House / Studio B Architecture + Interiors - Interior Photography
image_107.jpg,Panorama House / Studio B Architecture + Interiors - Drawings
image_108.jpg,"Crane Island Residence / Vandervort Architects - Interior Photography, Living Room, Wood, Lighting, Sofa, Beam"
image_109.jpg,"Crane Island Residence / Vandervort Architects - Interior Photography, Kitchen, Wood, Beam, Chair"
image_110.jpg,STAY MORE Flagship Store / STAY Architects - Exterior Photography
image_111.jpg,"STAY MORE Flagship Store / STAY Architects - Interior Photography, Wood, Lighting, Chair, Bedroom"
image_112.jpg,"PAVONE / Design Studio Maoom - Interior Photography, Kitchen"
image_113.jpg,"PAVONE / Design Studio Maoom - Interior Photography, Lighting, Glass, Column"
image_114.jpg,"Beano's Café / SHEWEKAR Design Studio - Interior Photography, Lighting, Chair, Glass"
image_115.jpg,"Beano's Café / SHEWEKAR Design Studio - Interior Photography, Dining room, Wood, Lighting, Glass, Chair"
image_116.jpg,Quartiershaus am Stadtbalkon / feld72 - Exterior Photography
image_117.jpg,"Quartiershaus am Stadtbalkon / feld72 - Exterior Photography, Balcony, Concrete"
image_118.jpg,"Renovation Park Villa Eindhoven / Wenink Holtkamp Architecten - Exterior Photography, Door"
image_119.jpg,"Renovation Park Villa Eindhoven / Wenink Holtkamp Architecten - Exterior Photography, Wood"
image_120.jpg,"Simple Cuisine Gallery / HAS design and research - Interior Photography, Wood"
image_121.jpg,Simple Cuisine Gallery / HAS design and research - Interior Photography
image_122.jpg,Módulo João de Barro School / MACh Arquitetos + BIRI - Exterior Photography
image_123.jpg,"Módulo João de Barro School / MACh Arquitetos + BIRI - Interior Photography, Chair"
image_124.jpg,West Don Ravine Passive House / Poiesis Architecture - Exterior Photography
image_125.jpg,"West Don Ravine Passive House / Poiesis Architecture - Interior Photography, Living Room, Sofa, Table, Chair"
image_126.jpg,"Lafayette Anticipations X Café Mater / ūti architectes - Interior Photography, Shelving, Glass, Chair"
image_127.jpg,"Lafayette Anticipations X Café Mater / ūti architectes - Interior Photography, Wood, Lighting, Glass, Chair"
image_128.jpg,"Morinaga Shibaura Building / Takenaka Corporation - Exterior Photography, Facade, Balcony"
image_129.jpg,"Morinaga Shibaura Building / Takenaka Corporation - Interior Photography, Glass"
image_130.jpg,Casa Azzurra / Studio AdM - Exterior Photography
image_131.jpg,"Casa Azzurra / Studio AdM - Interior Photography, Living Room, Wood, Chair"
image_132.jpg,"DeValera Library and Suil Gallery / Keith Williams Architects - Exterior Photography, Concrete"
image_133.jpg,"DeValera Library and Suil Gallery / Keith Williams Architects - Exterior Photography, Facade, Concrete"
image_134.jpg,"45° Grid House / Objekt Architecten - Interior Photography, Concrete"
image_135.jpg,"45° Grid House / Objekt Architecten - Interior Photography, Concrete"
image_136.jpg,HUB26 Office Complex in Thessaloniki / Divercity Architects - Exterior Photography
image_137.jpg,"HUB26 Office Complex in Thessaloniki / Divercity Architects - Exterior Photography, Arcade"
image_138.jpg,"Malvern House / Studio Ceravolo - Interior Photography, Kitchen, Wood, Lighting, Chair"
image_139.jpg,"Malvern House / Studio Ceravolo - Interior Photography, Dining room, Wood, Table, Lighting, Chair, Glass"
image_140.jpg,"Office Elements of Nature / Source Architecture - Interior Photography, Wood, Beam"
image_141.jpg,"Office Elements of Nature / Source Architecture - Interior Photography, Wood, Beam"
image_142.jpg,"Nirmay Villa / The Grid Architects - Exterior Photography, Garden, Courtyard"
image_143.jpg,"Nirmay Villa / The Grid Architects - Interior Photography, Living Room, Wood, Chair, Beam"
image_144.jpg,"MMB Residence / Pitta Arquitetura - Interior Photography, Dining room, Wood, Kitchen, Table, Countertop, Chair, Lighting"
image_145.jpg,"MMB Residence / Pitta Arquitetura - Interior Photography, Wood, Chair"
image_146.jpg,"House WBVD / BASIL architecture - Interior Photography, Wood, Lighting, Glass, Chair, Stairs"
image_147.jpg,"House WBVD / BASIL architecture - Interior Photography, Stairs, Wood, Lighting, Glass, Chair"
image_148.jpg,"dP Apartment House / Tristan & Ju - Interior Photography, Living Room, Wood, Lighting, Chair"
image_149.jpg,"dP Apartment House / Tristan & Ju - Interior Photography, Living Room, Wood, Chair"
image_150.jpg,Ka'anche House / Ápiron - Exterior Photography
image_151.jpg,"Ka'anche House / Ápiron - Interior Photography, Dining room"
image_152.jpg,XAMK Kymenlaakso University of Applied Sciences / Architects NRT + AOR Architects - Exterior Photography
image_153.jpg,XAMK Kymenlaakso University of Applied Sciences / Architects NRT + AOR Architects - Exterior Photography
image_154.jpg,"Flying Fox House / George Banks Architecture - Interior Photography, Bedroom, Bed, Wood, Lighting"
image_155.jpg,"Flying Fox House / George Banks Architecture - Interior Photography, Kitchen, Wood, Countertop"
image_156.jpg,"Studyroom#1 / toolbox - Interior Photography, Kitchen, Wood, Lighting"
image_157.jpg,"Studyroom#1 / toolbox - Interior Photography, Kitchen, Wood, Lighting, Shelving"
image_158.jpg,"Alternative Hair Salon / PERMANENT Co., Ltd. - Interior Photography, Living Room, Lighting, Chair"
image_159.jpg,"Alternative Hair Salon / PERMANENT Co., Ltd. - Interior Photography, Wood, Lighting, Beam, Chair"
image_160.jpg,El Recer House / Viraje arquitectura - Interior Photography
image_161.jpg,"El Recer House / Viraje arquitectura - Interior Photography, Wood"
image_162.jpg,"Hata Dome / Anastasiya Dudik - Interior Photography, Chair"
image_163.jpg,"Hata Dome / Anastasiya Dudik - Interior Photography, Kitchen"
image_164.jpg,"The Echo of the Sea Holiday Home / Entopos Architects - Interior Photography, Living Room, Wood"
image_165.jpg,"The Echo of the Sea Holiday Home / Entopos Architects - Interior Photography, Wood"
image_166.jpg,"XIEZI Changsha Concept Store / JIEJIE STUDIO - Interior Photography, Wood, Shelving, Glass"
image_167.jpg,XIEZI Changsha Concept Store / JIEJIE STUDIO - Drawings
image_168.jpg,"Phimai Residence / Studio Bewell - Interior Photography, Living Room, Wood, Glass"
image_169.jpg,Phimai Residence / Studio Bewell - Exterior Photography
image_170.jpg,"Pavilhão Varanda House / ARQBR Arquitetura e Urbanismo - Interior Photography, Living Room, Patio, Chair"
image_171.jpg,"Pavilhão Varanda House / ARQBR Arquitetura e Urbanismo - Exterior Photography, Wood, Garden"
image_172.jpg,"Dutchmoor Valley Guesthouse / SEEK Design + Architecture - Interior Photography, Dining room, Wood, Chair, Glass, Beam, Countertop"
image_173.jpg,"Dutchmoor Valley Guesthouse / SEEK Design + Architecture - Interior Photography, Kitchen, Wood"
image_174.jpg,Festival Plaza El Gouna / Studio Seilern Architects - Exterior Photography
image_175.jpg,Festival Plaza El Gouna / Studio Seilern Architects - Exterior Photography
image_176.jpg,Ataraxia House / MEM Arquitectos - Exterior Photography
image_177.jpg,Ataraxia House / MEM Arquitectos - Exterior Photography
image_178.jpg,Growing Matter(s) Pavilion / Henning Larsen Architects - Interior Photography
image_179.jpg,Growing Matter(s) Pavilion / Henning Larsen Architects - Interior Photography
image_180.jpg,"LIH Residence / Atelier Rampazzi - Exterior Photography, Wood, Concrete, Courtyard, Balcony"
image_181.jpg,LIH Residence / Atelier Rampazzi - Exterior Photography
image_182.jpg,Urban Viewing Tower  / ISBA grupa projektowa - Exterior Photography
image_183.jpg,"Urban Viewing Tower  / ISBA grupa projektowa - Exterior Photography, Steel"
image_184.jpg,Remy Global Office Interior  / KAT73 - Interior Photography
image_185.jpg,"Remy Global Office Interior  / KAT73 - Interior Photography, Lighting"
image_186.jpg,"XT97 Modernist Housing / Lara Vartzioti - Exterior Photography, Balcony"
image_187.jpg,"XT97 Modernist Housing / Lara Vartzioti - Interior Photography, Glass"
image_188.jpg,"GIG Residence / Atelier Rampazzi - Exterior Photography, Garden, Concrete"
image_189.jpg,GIG Residence / Atelier Rampazzi - Interior Photography
image_190.jpg,"0 Club Coworking Space / DDAA - Interior Photography, Table, Lighting, Chair"
image_191.jpg,"0 Club Coworking Space / DDAA - Interior Photography, Kitchen, Chair"
image_192.jpg,
image_193.jpg,"Nabi House / Todot Architects and Partners - Exterior Photography, Concrete"
image_194.jpg,"Nabi House / Todot Architects and Partners - Exterior Photography, Concrete"
image_195.jpg,Earthenware House / NAQI & Partners - Exterior Photography
image_196.jpg,"Earthenware House / NAQI & Partners - Interior Photography, Wood, Lighting"
image_197.jpg,"La Sirène Pavilion and Madeleine Pelletier Youth Residence / Avenier Cornejo Architectes - Interior Photography, Kitchen"
image_198.jpg,La Sirène Pavilion and Madeleine Pelletier Youth Residence / Avenier Cornejo Architectes - Interior Photography
image_199.jpg,
image_200.jpg,"Rehethaan House / MuseLAB - Interior Photography, Wood, Lighting, Chair"
image_201.jpg,"Rehethaan House / MuseLAB - Interior Photography, Wood"
image_202.jpg,Path to Net Zero for Arts - Exhibition on Carbon Reduction / Üroborus_studioLab - Interior Photography
image_203.jpg,Path to Net Zero for Arts - Exhibition on Carbon Reduction / Üroborus_studioLab - Interior Photography
image_204.jpg,"116 Public Housing Units in Madrid / UNIA ARQUITECTOS + FAU ARQUITECTOS - Exterior Photography, Glass"
image_205.jpg,116 Public Housing Units in Madrid / UNIA ARQUITECTOS + FAU ARQUITECTOS - Exterior Photography
image_206.jpg,House of Color Downtown Oasis  / NOKE Architects - Interior Photography
image_207.jpg,House of Color Downtown Oasis  / NOKE Architects - Interior Photography
image_208.jpg,"Shenzhen Shekou School Renovation / YUARCHITECTS - Interior Photography, Concrete"
image_209.jpg,Shenzhen Shekou School Renovation / YUARCHITECTS - Exterior Photography
image_210.jpg,"Retreat House / Arii Irie Architects - Exterior Photography, Concrete"
image_211.jpg,"Retreat House / Arii Irie Architects - Interior Photography, Wood"
image_212.jpg,"Apartment M.3 / True Thing Design Studio - Interior Photography, Kitchen, Table, Wood, Chair, Lighting, Sofa"
image_213.jpg,Apartment M.3 / True Thing Design Studio - Drawings
image_214.jpg,La Géode Cinema / loci anima - Exterior Photography
image_215.jpg,"La Géode Cinema / loci anima - Interior Photography, Lighting, Glass, Column"
image_216.jpg,ABC K-Town / Steven Fong Architect - Exterior Photography
image_217.jpg,ABC K-Town / Steven Fong Architect - Exterior Photography
image_218.jpg,Kindergarten and Daycare Center / Roland Baldi Architects - Exterior Photography
image_219.jpg,Kindergarten and Daycare Center / Roland Baldi Architects - Exterior Photography
image_220.jpg,"Die Macherei Building Ensemble / Sauerbruch Hutton - Exterior Photography, Facade"
image_221.jpg,"Die Macherei Building Ensemble / Sauerbruch Hutton - Exterior Photography, Waterfront, Beam"
image_222.jpg,"TAM TAM Installation FuoriSalone / Alvisi Kirimoto + Partners - Exterior Photography, Column, Courtyard, Arcade"
image_223.jpg,TAM TAM Installation FuoriSalone / Alvisi Kirimoto + Partners - Drawings
image_224.jpg,Gymnase Marie Marvingt au Plessis-Bouchard / Ateliers O-S architectes - Exterior Photography
image_225.jpg,Gymnase Marie Marvingt au Plessis-Bouchard / Ateliers O-S architectes - Exterior Photography
image_226.jpg,Agora des Arts / Chevalier Morales Architectes - Exterior Photography
image_227.jpg,"Agora des Arts / Chevalier Morales Architectes - Interior Photography, Stairs, Wood, Handrail"
image_228.jpg,Sanders Mello Building / Buro/S Architects - Drawings
image_229.jpg,Sanders Mello Building / Buro/S Architects - Drawings
image_230.jpg,"AI Pavilion / Sauerbruch Hutton - Exterior Photography, Garden"
image_231.jpg,AI Pavilion / Sauerbruch Hutton - Interior Photography
image_232.jpg,"Saint-Denis 44 Housing Units / DREAM - Interior Photography, Balcony, Handrail"
image_233.jpg,"Saint-Denis 44 Housing Units / DREAM - Interior Photography, Balcony"
image_234.jpg,Sihaon Cafe and House Wedding / SPACE CHA - Interior Photography
image_235.jpg,Sihaon Cafe and House Wedding / SPACE CHA - Interior Photography
image_236.jpg,An Yue Qianlong·Guanzihe Village Agricultural Talent Center / Archermit - Exterior Photography
image_237.jpg,An Yue Qianlong·Guanzihe Village Agricultural Talent Center / Archermit - Exterior Photography
image_238.jpg,"ISA Residence / Pitta Arquitetura - Interior Photography, Living Room, Wood, Chair"
image_239.jpg,"ISA Residence / Pitta Arquitetura - Interior Photography, Kitchen, Wood, Table, Countertop, Chair"
image_240.jpg,
image_241.jpg,Facade Pattern H tower / Workment - Drawings
image_242.jpg,Facade Pattern H tower / Workment - Drawings
image_243.jpg,The Orb / MARC FORNES / THEVERYMANY - Exterior Photography
image_244.jpg,The Orb / MARC FORNES / THEVERYMANY - Exterior Photography
image_245.jpg,"Mengzi NSAU Bookstore of Librairie Avant-Garde / ZAO/Zhang Ke Architecture Office - Interior Photography, Column"
image_246.jpg,"Mengzi NSAU Bookstore of Librairie Avant-Garde / ZAO/Zhang Ke Architecture Office - Exterior Photography, Wood, Stairs"
image_247.jpg,"MYM House  / PASTOR Y GONZÁLEZ arquitectos - Exterior Photography, Wood, Concrete"
image_248.jpg,"MYM House  / PASTOR Y GONZÁLEZ arquitectos - Exterior Photography, Concrete"
image_249.jpg,The Giraffe Cabin / Wiki World + Advanced Architecture Lab - Exterior Photography
image_250.jpg,"The Giraffe Cabin / Wiki World + Advanced Architecture Lab - Exterior Photography, Wood"
image_251.jpg,PCW Residence / Pitta Arquitetura - Exterior Photography
image_252.jpg,"PCW Residence / Pitta Arquitetura - Interior Photography, Living Room, Wood, Chair"
image_253.jpg,Three Spatial Designs in the Huangyan Grottoes / Atelier Moo - Interior Photography
image_254.jpg,Three Spatial Designs in the Huangyan Grottoes / Atelier Moo - Interior Photography
